75.510071	880100
1.536761	807400
0.000855	a2
175.596191	952900
9.933649	814500
0.025759	805900
0.000087	a3
216.759460	909500
17.713495	885000
0.089078	975700
0.000189	a3
225.752014	841600
20.576197	813600
0.127831	810100
0.000433	a3
217.797180	878600
18.803625	843400
0.104862	932300
0.000070	a3
192.384888	857500
13.176101	823200
0.048292	821500
0.000184	a3
145.329407	916800
6.573240	934700
0.011476	1044300
0.000126	a3
102.427124	859200
3.017482	788200
0.002504	788700
0.000125	a3
117.557190	817300
4.083461	803300
0.004457	787800
0.000025	a3
161.324768	967400
8.433820	850600
0.018925	807800
0.000212	a3
189.543945	833500
12.651814	804900
0.044265	803800
0.000184	a3
198.114075	900400
14.291855	844500
0.057946	830200
0.000110	a3
