52.470703	861700
0.245364	819000
0.000489	a2
178.295166	845800
3.038735	816300
0.001121	821300
0.000244	a3
232.595215	821100
5.326391	797200
0.002930	800600
0.000522	a3
221.687744	884200
4.801178	841000
0.002336	833000
0.000122	a3
191.136719	869200
3.509512	875600
0.001393	870900
0.000273	a3
173.799316	842500
2.878351	825200
0.001080	824900
0.000252	a3
173.877930	933100
2.883468	908400
0.000889	a2
180.311035	938300
3.111036	908100
0.000755	a2
184.485840	831700
3.262907	805600
0.001221	796200
0.000305	a3
184.862305	834900
3.276098	824900
0.001526	819400
0.000273	a3
183.543945	899100
3.227502	800100
0.001152	797300
0.000062	a3
182.511475	917600
3.189907	911900
0.000503	a2
182.307617	958800
3.182582	926100
0.000504	a2
182.556396	921600
3.191370	831100
0.001043	871200
0.000122	a3
182.799805	847800
3.200157	808800
0.000794	a2
182.872314	942600
3.203094	913000
0.000977	a2
182.831543	862500
3.201632	791300
0.001298	931800
0.000522	a3
182.776855	828600
3.199184	815000
0.001466	807200
0.000061	a3
182.755127	945400
3.199180	887800
0.000830	a2
182.759766	826100
3.199422	804300
0.000522	a2
182.770752	896700
3.199425	892000
0.001465	842600
0.000391	a3
182.778076	933300
3.199186	902100
0.001121	904200
0.000061	a3
182.777588	844800
3.199187	821700
0.001222	819700
0.000252	a3
182.775635	890900
3.199912	875400
0.000755	a2
182.773438	932500
3.199677	912100
0.001365	906900
0.000062	a3
182.773682	945600
3.199433	905900
0.001270	905300
0.000252	a3
182.773682	899100
3.198698	932000
0.001274	891900
0.000183	a3
182.773682	880300
3.199188	880900
0.001234	852500
0.000061	a3
182.775146	839100
3.199912	820000
0.001043	815400
0.000252	a3
182.774414	861600
3.199423	876500
0.001222	1001900
0.000244	a3
182.774658	942300
3.199905	904700
0.000880	a2
182.773682	827200
3.199917	799000
0.000733	a2
182.773682	814900
3.199666	798200
0.000984	a2
182.773682	942000
3.199182	905400
0.001275	895400
0.000122	a3
182.774170	815500
3.199424	786100
0.000772	a2
182.773682	1029800
3.199914	928600
0.000735	a2
182.774170	894600
3.199913	898800
0.000546	a2
182.773682	969200
3.199667	935400
0.001315	932000
0.000061	a3
182.774414	940400
3.199675	906900
0.000735	a2
182.773682	846400
3.199672	816800
0.000743	a2
182.773193	817700
3.198937	800100
0.000984	a2
182.773438	846100
3.199675	827600
0.000880	a2
