75.510071	933800
1.536762	805100
0.000733	a2
175.596252	845400
9.933650	816800
0.025819	807600
0.000199	a3
216.759460	896500
17.713617	900600
0.088834	801600
0.000186	a3
225.751892	837400
20.575953	816700
0.128074	816300
0.000551	a3
217.797424	904100
18.803747	829600
0.105044	812500
0.000131	a3
192.384888	849400
13.176040	840500
0.048170	821900
0.000069	a3
145.329285	853900
6.573302	832400
0.011415	819400
0.000186	a3
102.427124	829800
3.017604	807700
0.002198	793300
0.000087	a3
117.557007	833100
4.083521	785600
0.004335	785700
0.000082	a3
161.324768	871900
8.433759	800700
0.019108	798600
0.000173	a3
189.543945	879000
12.651693	859200
0.044326	786500
0.000073	a3
198.114075	855400
14.291978	839000
0.057946	840000
0.000440	a3
