984.279785	1242700
290.011719	976100
49.852295	910300
1.973877	988100
0.003420	898100
0.000183	a5
1727.567871	1139600
537.074707	989800
96.786621	958700
4.398926	932100
0.009290	928400
0.000735	a5
1888.917480	1619800
552.523926	1320300
89.881104	1051600
2.868408	1039000
0.002686	1000700
0.000244	a5
1722.543457	1092100
458.758301	982000
56.791504	861100
1.011475	1510800
0.000492	a4
1340.812500	1044000
306.600586	985900
24.108887	967200
0.178224	1114000
0.000994	a4
737.121094	1196500
115.918213	1127500
3.824707	929600
0.004929	951000
0.000252	a4
55.737793	1070200
1.062500	1052900
0.000649	a2
802.000488	1012600
477.762695	965400
30.557129	998000
0.166260	1052100
0.000124	a4
1047.375000	1097100
214.983215	880900
71.905518	1017600
9.157471	943400
0.043213	946100
0.000649	a5
210.548340	1044300
6.801180	1017300
0.039307	1033000
0.000367	a3
181.739014	1122500
10.086479	1039800
0.250000	1026800
0.000522	a3
106.155029	1143900
18.762207	1071600
0.383545	1026900
0.000546	a3
151.059814	953200
22.833496	957700
0.338135	945200
0.000273	a3
283.570313	1878700
73.038086	1063900
2.330811	920400
0.002460	861400
0.000061	a4
494.586914	993800
345.677246	952400
31.504883	1616400
0.386475	886400
0.000492	a4
701.183594	1590700
104.207939	949900
26.647949	936600
1.123536	919700
0.000986	a4
165.183105	1019900
3.320904	948400
0.007090	872500
0.000274	a3
158.677002	1608800
2.387815	1105400
0.000848	a2
160.723145	1066100
2.444713	947100
0.000611	a2
161.107178	1188100
2.454960	1235900
0.001023	1031800
0.000062	a3
