0.159729	2399100
0.000128	a1
0.563843	2385300
0.001733	2175700
0.000092	a2
0.745483	2379900
0.003185	2178100
0.000179	a2
0.712555	2385000
0.002969	2161000
0.000093	a2
0.622223	2473200
0.002294	2205200
0.000057	a2
0.569199	2402600
0.002017	2181900
0.000109	a2
0.562485	2348200
0.002263	2275500
0.000038	a2
0.574799	2360100
0.002481	2216600
0.000110	a2
0.584854	2382900
0.002680	2166100
0.000053	a2
0.587280	2603200
0.002611	2158400
0.000214	a2
0.585373	2335900
0.002654	2101100
0.000210	a2
0.583191	2378700
0.002552	2202000
0.000084	a2
0.582275	2441100
0.002607	2205900
0.000139	a2
0.582428	2382000
0.002681	2174900
0.000139	a2
0.582886	2410500
0.002631	2194500
0.000099	a2
0.583115	2391300
0.002567	2172900
0.000206	a2
0.583130	2385100
0.002582	2166000
0.000142	a2
0.583115	2359900
0.002512	2208600
0.000243	a2
0.583008	2398800
0.002553	2158600
0.000153	a2
0.583069	2401200
0.002615	2255300
0.000047	a2
0.583298	2397200
0.002610	2167700
0.000030	a2
0.583298	2459300
0.002653	2253600
0.000100	a2
0.583435	2408700
0.002641	2211800
0.000093	a2
0.583466	2418700
0.002606	2175800
0.000068	a2
0.583542	2426200
0.002567	2200200
0.000150	a2
0.583694	2379100
0.002614	2149300
0.000065	a2
0.583740	2383900
0.002697	2154300
0.000071	a2
0.583847	2364800
0.002701	2190500
0.000024	a2
0.584045	2404700
0.002703	2176700
0.000048	a2
0.584167	2411100
0.002701	2162700
0.000104	a2
0.584274	2383100
0.002701	2192100
0.000153	a2
0.584305	2375400
0.002641	2188400
0.000043	a2
0.584412	2386300
0.002690	2146600
0.000079	a2
0.584503	2509700
0.002621	2162400
0.000166	a2
0.584534	2371300
0.002673	2179000
0.000064	a2
0.584656	2400500
0.002667	2178700
0.000038	a2
0.584702	2357800
0.002711	2164100
0.000083	a2
0.584717	2449700
0.002735	2270900
0.000072	a2
0.584763	2392500
0.002655	2179100
0.000095	a2
0.584763	2428100
0.002750	2173600
0.000076	a2
0.584808	2342700
0.002740	2182100
0.000260	a2
0.584778	2342300
0.002717	2189200
0.000053	a2
0.584793	2369600
0.002686	2139400
0.000153	a2
0.584808	2363700
0.002671	2185200
0.000029	a2
0.584793	2350700
0.002702	2149900
0.000130	a2
0.584869	2380800
0.002689	2166800
0.000232	a2
0.584930	2336600
0.002747	2159500
0.000183	a2
0.584961	2362400
0.002671	2177800
0.000124	a2
0.584976	2385700
0.002642	2167800
0.000051	a2
0.585083	2388600
0.002720	2181300
0.000055	a2
0.585037	2376400
0.002671	2173700
0.000141	a2
0.585098	2372500
0.002626	2194100
0.000085	a2
0.585098	2353400
0.002572	2181400
0.000304	a2
0.585159	2368900
0.002640	2186800
0.000020	a2
0.585205	2447400
0.002595	2153700
0.000101	a2
0.585220	2386000
0.002658	2203600
0.000155	a2
0.585297	2345300
0.002673	2183800
0.000070	a2
0.585541	2352200
0.002705	2172000
0.000026	a2
0.585632	2336900
0.002730	2189500
0.000029	a2
0.585724	2419000
0.002701	2226900
0.000025	a2
0.585846	2382600
0.002719	2193200
0.000055	a2
0.586014	2344600
0.002735	2165100
0.000131	a2
0.586075	2366000
0.002671	2227700
0.000065	a2
0.586197	2350400
0.002732	2152700
0.000029	a2
0.586441	2356800
0.002701	2161400
0.000091	a2
0.586685	2418000
0.002766	2177800
0.000179	a2
0.586929	2512500
0.002793	2174400
0.000056	a2
0.587326	2401600
0.002801	2181000
0.000123	a2
0.587677	2379400
0.002753	2171800
0.000421	a2
0.588181	2382200
0.002854	2191900
0.000200	a2
0.588821	2392500
0.002778	2191300
0.000066	a2
0.589417	2389800
0.002783	2185100
0.000131	a2
0.590240	2359700
0.002824	2155700
0.000124	a2
0.591278	2323100
0.002884	2144900
0.000139	a2
0.592392	2390000
0.002884	2172800
0.000039	a2
0.593811	2403000
0.002900	2177100
0.000139	a2
0.595383	2410000
0.003008	2184500
0.000087	a2
0.597412	2412900
0.002960	2154700
0.000082	a2
0.599609	2388200
0.003067	2183400
0.000052	a2
0.602219	2379000
0.003071	2182900
0.000121	a2
0.605179	2369900
0.003114	2197000
0.000110	a2
0.608536	2371000
0.003194	2224200
0.000168	a2
0.612335	2371300
0.003300	2180600
0.000147	a2
0.616486	2438200
0.003419	2198800
0.000033	a2
0.620911	2383300
0.003433	2178200
0.000091	a2
0.625580	2398900
0.003467	2250700
0.000075	a2
0.630600	2413100
0.003647	2273400
0.000080	a2
0.635910	2392600
0.003784	2180100
0.000074	a2
0.641220	2370700
0.003892	2188400
0.000096	a2
0.646561	2367200
0.004091	2180100
0.000104	a2
0.651962	2477300
0.004517	2180700
0.000124	a2
0.657257	2434100
0.004886	2190800
