52.472656	1007600
0.244879	885400
0.000006	a2
178.159424	880400
3.033864	850900
0.001245	851800
0.000061	a3
232.305664	796400
5.312959	775100
0.003006	813200
0.000273	a3
221.456055	819800
4.790679	801500
0.002198	801900
0.000492	a3
191.116699	833100
3.509030	819200
0.001227	814400
0.000061	a3
173.919922	964500
2.882008	933500
0.001293	944800
0.000244	a3
173.981689	924000
2.886659	890700
0.000546	a2
180.331543	963500
3.111765	925300
0.001092	926000
0.000252	a3
184.453369	959700
3.262178	929300
0.001007	975200
0.000061	a3
184.828369	824600
3.275357	796100
0.001339	824300
0.000062	a3
183.534180	983700
3.227011	941500
0.001227	928300
0.000061	a3
182.520264	938700
3.189903	903600
0.001602	904000
0.000244	a3
182.318848	806700
3.182331	781500
0.001120	792300
0.000062	a3
182.560547	862000
3.190882	842800
0.001227	844800
0.000273	a3
182.799072	839100
3.200404	826100
0.001222	824000
0.000252	a3
182.870605	841600
3.203088	829600
0.000735	a2
182.830322	864300
3.201379	803800
0.000794	a2
182.776367	841000
3.199186	829100
0.000977	a2
182.754883	997800
3.198695	939800
0.000610	a2
182.760254	848100
3.198937	806700
0.001234	803800
0.000244	a3
182.771973	962500
3.199179	933900
0.001293	899400
0.000122	a3
182.777832	821400
3.199182	807300
0.001121	801800
0.000183	a3
182.777832	904700
3.199426	797700
0.000979	a2
182.774658	861600
3.199426	818600
0.000493	a2
182.773438	875400
3.199183	856400
0.001275	865200
0.000273	a3
182.773438	920200
3.199175	900600
0.001147	969000
0.000011	a3
182.774658	843700
3.199912	819600
0.001258	812600
0.000273	a3
182.774658	824700
3.199421	799800
0.001121	911900
0.000252	a3
182.774658	831600
3.199676	800700
0.001234	798300
0.000252	a3
182.774902	954200
3.199183	921100
0.001642	919100
0.000244	a3
182.774658	930400
3.199917	931600
0.000492	a2
182.774170	915800
3.199914	886500
0.000492	a2
182.773926	833500
3.199672	803300
0.001222	806000
0.000061	a3
182.775146	843900
3.199183	839600
0.000979	a2
182.773682	879000
3.199429	810900
0.001602	814800
0.000244	a3
182.774170	944500
3.199911	912800
0.000252	a2
182.774658	893900
3.199672	818400
0.001526	824600
0.000061	a3
182.774414	817100
3.199417	798000
0.001275	797100
0.000009	a3
182.774658	934300
3.199434	903200
0.001315	907400
0.000003	a3
182.774170	882100
3.199430	841500
0.001221	826000
0.000061	a3
182.774658	815900
3.199426	835700
0.001066	909100
0.000006	a3
182.774902	881800
3.199914	846700
0.000522	a2
182.773682	874300
3.199426	822300
0.001275	833400
0.000010	a3
182.774902	928700
3.199418	896000
0.001365	889900
0.000244	a3
182.774414	928300
3.199420	898000
0.001339	899300
0.000061	a3
182.774902	847300
3.199670	831800
